"iDAD position","U234_U238_CORR","U234_U238_CORR_Int2SE","iDAD position","Th230_U238_CORR","Th230_U238_CORR_Int2SE","U_ppm","U_ppm_Int2SE"
-0.804937162995595,1.162,0.021,-0.804937162995595,0.116,0.093,1.79,0.17
-0.452514255506608,1.158,0.011,-0.452514255506608,0.0562,0.0076,1.989,0.066
-0.100091348017621,1.166,0.026,-0.100091348017621,0.062,0.044,0.979,0.031
0.252331559471365,1.155,0.032,0.252331559471365,0.033,0.014,0.55,0.069
0.604754466960352,1.117,0.076,0.604754466960352,0.046,0.039,0.1466,0.0073
