"Age (ka)","Age 67% quantile (ka)","Age 33% quantile (ka)","U234_U238_0","U234_U238_0 67% quantile","U234_U238_0 33% quantile"
7.08871975820512,0.560335590478498,0.720734087787569,1.26806855058763,0.00693144941236823,0.00306855058763178
