"","Age (ka)","Age 67% quantile (ka)","Age 33% quantile (ka)","U234_U238_0","U234_U238_0 67% quantile","U234_U238_0 33% quantile"
"Results",6.31554416799918,0,0,1.2660543133528,0.00894568664720286,0.00105431335279715
