"Age (ka)","Age 67% quantile (ka)","Age 33% quantile (ka)","U234_U238_0","U234_U238_0 67% quantile","U234_U238_0 33% quantile"
75.4304747912101,0.940961854183115,0.863936102832668,1.35726946061477,0.0427305393852293,0.0572694606147706
