"","Age (ka)","Age 67% quantile (ka)","Age 33% quantile (ka)","U234_U238_0","U234_U238_0 67% quantile","U234_U238_0 33% quantile"
"Results",7.00118532194756,0.608380307683256,0.763714963274542,1.26731760489522,0.00768239510478463,0.00231760489521537
