"","Age (ka)","Age 67% quantile (ka)","Age 33% quantile (ka)","U234_U238_0","U234_U238_0 67% quantile","U234_U238_0 33% quantile"
"Results",6.86202845256776,0.676907622960862,0.596209983369336,1.27376237865537,0.00123762134462591,0.0087623786553741
